,filename,total_duration,nod_count,shake_count
126,454_HowCloseToFamily_FACE.csv,0.8333333333333334,0,0
127,454_LastArgument_FACE.csv,2.3333333333333335,4,2
128,454_MostProudOf_FACE.csv,0.7333333333333333,0,0
129,454_SituationHandledDifferent_FACE.csv,8.233333333333333,12,7
130,657_LastTimeHappy_FACE.csv,5.433333333333334,13,7
131,657_LastArgument_FACE.csv,13.5,26,4
132,657_Guilty_FACE.csv,6.3,13,1
133,657_HardestDecision_FACE.csv,23.4,54,14
134,657_EventToErase_FACE.csv,31.3,72,25
135,657_MostProudOf_FACE.csv,5.533333333333333,13,0
136,657_HowCloseToFamily_FACE.csv,13.433333333333334,25,9
137,693_MostProudOf_FACE.csv,1.7333333333333334,4,3
138,693_LastTimeHappy_FACE.csv,16.1,41,22
139,693_HardestDecision_FACE.csv,5.433333333333334,10,7
140,693_LastArgument_FACE.csv,4.733333333333333,10,9
141,693_Guilty_FACE.csv,9.433333333333334,20,14
142,693_EventToErase_FACE.csv,3.5,5,3
143,693_SituationHandledDifferent_FACE.csv,8.5,17,11
144,474_LastArgument_FACE.csv,14.833333333333334,37,13
145,474_MostProudOf_FACE.csv,17.4,37,4
146,474_HowCloseToFamily_FACE.csv,11.0,26,1
147,474_SituationHandledDifferent_FACE.csv,58.03333333333333,127,45
148,474_HardestDecision_FACE.csv,25.533333333333335,69,8
149,474_LastTimeHappy_FACE.csv,3.6,5,2
150,474_EventToErase_FACE.csv,33.63333333333333,61,11
151,459_LastArgument_FACE.csv,7.633333333333334,6,0
152,459_HardestDecision_FACE.csv,4.933333333333334,8,1
153,459_LastTimeHappy_FACE.csv,0.8,0,1
154,459_HowCloseToFamily_FACE.csv,18.333333333333332,41,11
155,459_SituationHandledDifferent_FACE.csv,7.133333333333334,15,1
156,459_MostProudOf_FACE.csv,8.133333333333333,13,1
157,459_EventToErase_FACE.csv,7.933333333333334,17,1
158,677_Guilty_FACE.csv,16.433333333333334,8,23
159,677_LastTimeHappy_FACE.csv,14.4,13,12
160,677_HowCloseToFamily_FACE.csv,8.333333333333334,7,5
161,677_HardestDecision_FACE.csv,6.333333333333333,4,5
162,677_LastArgument_FACE.csv,5.933333333333334,3,2
163,677_EventToErase_FACE.csv,1.0333333333333334,0,0
164,677_SituationHandledDifferent_FACE.csv,15.5,17,8
165,677_MostProudOf_FACE.csv,0.8333333333333334,1,0
166,683_HardestDecision_FACE.csv,6.033333333333333,9,4
167,683_Guilty_FACE.csv,2.1333333333333333,2,1
168,683_SituationHandledDifferent_FACE.csv,9.233333333333333,18,7
169,683_MostProudOf_FACE.csv,5.1,5,0
170,683_EventToErase_FACE.csv,13.333333333333334,24,13
171,683_LastTimeHappy_FACE.csv,9.8,14,6
172,683_HowCloseToFamily_FACE.csv,0.3333333333333333,0,0
173,683_LastArgument_FACE.csv,2.533333333333333,4,3
174,486_HardestDecision_FACE.csv,2.8,6,2
175,486_SituationHandledDifferent_FACE.csv,16.6,39,12
176,486_MostProudOf_FACE.csv,2.3,4,3
177,486_LastArgument_FACE.csv,4.333333333333333,6,6
178,486_HowCloseToFamily_FACE.csv,7.133333333333334,14,3
179,486_EventToErase_FACE.csv,17.2,34,18
180,486_LastTimeHappy_FACE.csv,18.9,38,18
181,440_SituationHandledDifferent_FACE.csv,26.433333333333334,40,19
182,440_LastTimeHappy_FACE.csv,8.033333333333333,18,1
183,440_HardestDecision_FACE.csv,3.6,6,0
184,440_LastArgument_FACE.csv,9.433333333333334,14,3
185,440_MostProudOf_FACE.csv,6.2,13,6
186,440_HowCloseToFamily_FACE.csv,1.3333333333333333,2,0
187,444_LastTimeHappy_FACE.csv,42.93333333333333,87,50
188,444_HardestDecision_FACE.csv,74.23333333333333,150,64
189,444_MostProudOf_FACE.csv,35.0,69,44
190,444_SituationHandledDifferent_FACE.csv,54.233333333333334,107,64
191,489_HardestDecision_FACE.csv,1.5333333333333334,1,1
192,489_MostProudOf_FACE.csv,13.433333333333334,24,17
193,489_LastArgument_FACE.csv,6.3,6,1
194,489_HowCloseToFamily_FACE.csv,3.3,4,1
195,489_LastTimeHappy_FACE.csv,4.7,6,1
196,489_EventToErase_FACE.csv,9.833333333333334,13,9
197,489_Guilty_FACE.csv,1.6,2,0
198,489_SituationHandledDifferent_FACE.csv,1.0333333333333334,1,0
199,442_LastArgument_FACE.csv,18.333333333333332,39,13
200,442_HardestDecision_FACE.csv,1.4,1,1
201,442_MostProudOf_FACE.csv,0.6,0,0
202,442_SituationHandledDifferent_FACE.csv,27.0,45,15
203,442_EventToErase_FACE.csv,19.8,36,12
204,442_HowCloseToFamily_FACE.csv,19.833333333333332,43,17
205,442_LastTimeHappy_FACE.csv,15.8,33,8
206,688_LastTimeHappy_FACE.csv,4.7,4,3
207,688_LastArgument_FACE.csv,8.9,18,4
208,688_EventToErase_FACE.csv,6.833333333333333,10,9
209,688_HardestDecision_FACE.csv,4.833333333333333,10,4
210,688_MostProudOf_FACE.csv,18.333333333333332,35,12
211,688_SituationHandledDifferent_FACE.csv,11.6,17,10
212,688_HowCloseToFamily_FACE.csv,9.6,15,4
213,688_Guilty_FACE.csv,10.133333333333333,16,9
214,420_Guilty_FACE.csv,4.033333333333333,3,2
215,420_LastTimeHappy_FACE.csv,1.9,2,2
216,420_HowCloseToFamily_FACE.csv,34.733333333333334,66,36
217,420_LastArgument_FACE.csv,12.6,27,16
218,420_SituationHandledDifferent_FACE.csv,10.7,15,4
219,420_HardestDecision_FACE.csv,1.1,1,0
220,420_MostProudOf_FACE.csv,0.6333333333333333,1,0
221,420_EventToErase_FACE.csv,5.033333333333333,4,2
222,670_HardestDecision_FACE.csv,5.233333333333333,10,4
223,670_Guilty_FACE.csv,4.633333333333334,9,6
224,670_LastArgument_FACE.csv,7.033333333333333,17,5
225,670_LastTimeHappy_FACE.csv,9.133333333333333,22,6
226,670_MostProudOf_FACE.csv,1.2333333333333334,2,1
227,670_SituationHandledDifferent_FACE.csv,5.433333333333334,5,3
228,670_EventToErase_FACE.csv,1.3333333333333333,2,1
229,651_Guilty_FACE.csv,2.1,5,2
230,651_LastArgument_FACE.csv,8.633333333333333,23,22
231,651_MostProudOf_FACE.csv,1.1,1,3
232,651_HowCloseToFamily_FACE.csv,1.3333333333333333,3,1
233,651_LastTimeHappy_FACE.csv,3.1333333333333333,6,9
234,651_HardestDecision_FACE.csv,2.033333333333333,3,4
235,651_SituationHandledDifferent_FACE.csv,3.3,9,2
236,651_EventToErase_FACE.csv,0.7,0,0
237,707_HowCloseToFamily_FACE.csv,2.0,3,0
238,707_EventToErase_FACE.csv,8.933333333333334,7,0
239,707_LastArgument_FACE.csv,12.433333333333334,20,8
240,707_HardestDecision_FACE.csv,4.1,1,2
241,707_LastTimeHappy_FACE.csv,6.4,9,2
242,707_SituationHandledDifferent_FACE.csv,5.033333333333333,6,3
243,707_MostProudOf_FACE.csv,12.033333333333333,27,17
244,707_Guilty_FACE.csv,3.8,3,0
245,691_SituationHandledDifferent_FACE.csv,3.533333333333333,8,3
246,691_LastArgument_FACE.csv,9.833333333333334,14,6
247,691_LastTimeHappy_FACE.csv,35.7,79,47
248,691_Guilty_FACE.csv,5.6,6,1
249,691_HardestDecision_FACE.csv,16.3,37,16
250,691_HowCloseToFamily_FACE.csv,8.033333333333333,16,13
251,691_EventToErase_FACE.csv,9.033333333333333,8,6
252,691_MostProudOf_FACE.csv,50.3,94,47
253,684_MostProudOf_FACE.csv,0.43333333333333335,0,0
254,684_SituationHandledDifferent_FACE.csv,3.4,5,1
255,684_HardestDecision_FACE.csv,17.4,19,2
256,684_EventToErase_FACE.csv,0.5,0,0
257,684_Guilty_FACE.csv,0.9333333333333333,1,0
258,684_LastTimeHappy_FACE.csv,14.333333333333334,12,0
259,684_LastArgument_FACE.csv,10.5,8,0
260,478_HowCloseToFamily_FACE.csv,4.833333333333333,9,5
261,478_MostProudOf_FACE.csv,34.7,57,33
262,478_Guilty_FACE.csv,10.2,21,12
263,478_SituationHandledDifferent_FACE.csv,2.1333333333333333,3,4
264,478_LastTimeHappy_FACE.csv,7.7,16,7
265,478_EventToErase_FACE.csv,8.7,23,24
266,478_HardestDecision_FACE.csv,22.533333333333335,41,27
267,478_LastArgument_FACE.csv,1.7,1,6
268,699_LastArgument_FACE.csv,1.5333333333333334,3,0
269,699_EventToErase_FACE.csv,1.6333333333333333,0,1
270,699_MostProudOf_FACE.csv,0.8333333333333334,0,0
271,699_Guilty_FACE.csv,1.2333333333333334,2,0
272,699_LastTimeHappy_FACE.csv,1.9333333333333333,1,2
273,699_HowCloseToFamily_FACE.csv,0.43333333333333335,0,0
274,699_HardestDecision_FACE.csv,0.9333333333333333,2,0
275,699_SituationHandledDifferent_FACE.csv,1.5,4,0
276,404_HardestDecision_FACE.csv,14.033333333333333,23,5
277,404_HowCloseToFamily_FACE.csv,54.53333333333333,81,17
278,404_EventToErase_FACE.csv,22.533333333333335,36,10
279,404_MostProudOf_FACE.csv,6.233333333333333,4,2
280,404_LastArgument_FACE.csv,21.933333333333334,33,18
281,404_Guilty_FACE.csv,6.133333333333334,8,2
282,404_SituationHandledDifferent_FACE.csv,17.333333333333332,39,11
283,404_LastTimeHappy_FACE.csv,9.533333333333333,18,13
284,491_LastArgument_FACE.csv,8.433333333333334,17,20
285,491_HardestDecision_FACE.csv,17.2,35,16
286,491_MostProudOf_FACE.csv,6.433333333333334,11,12
287,491_EventToErase_FACE.csv,13.933333333333334,28,24
288,491_SituationHandledDifferent_FACE.csv,12.733333333333333,26,17
289,491_LastTimeHappy_FACE.csv,6.5,14,9
290,491_HowCloseToFamily_FACE.csv,24.933333333333334,52,49
291,369_Guilty_FACE.csv,22.133333333333333,46,20
292,369_EventToErase_FACE.csv,32.8,51,21
293,369_LastArgument_FACE.csv,31.4,68,22
294,369_MostProudOf_FACE.csv,28.4,48,13
295,369_LastTimeHappy_FACE.csv,30.233333333333334,66,26
296,667_SituationHandledDifferent_FACE.csv,9.3,9,3
297,667_HowCloseToFamily_FACE.csv,1.9333333333333333,4,1
298,667_LastTimeHappy_FACE.csv,6.4,10,0
299,667_EventToErase_FACE.csv,4.1,6,0
300,667_HardestDecision_FACE.csv,3.533333333333333,7,0
301,667_MostProudOf_FACE.csv,14.033333333333333,28,0
302,667_Guilty_FACE.csv,1.8,3,1
303,667_LastArgument_FACE.csv,8.133333333333333,16,3
304,716_SituationHandledDifferent_FACE.csv,0.8,0,0
305,716_LastTimeHappy_FACE.csv,9.333333333333334,15,4
306,716_HardestDecision_FACE.csv,6.133333333333334,8,2
307,716_LastArgument_FACE.csv,9.2,16,4
308,716_EventToErase_FACE.csv,0.5,0,0
309,716_HowCloseToFamily_FACE.csv,4.033333333333333,4,1
310,716_Guilty_FACE.csv,10.2,17,7
311,469_Guilty_FACE.csv,15.933333333333334,26,15
312,469_LastArgument_FACE.csv,16.533333333333335,22,18
313,469_HardestDecision_FACE.csv,12.233333333333333,16,11
314,469_EventToErase_FACE.csv,16.333333333333332,33,9
315,469_HowCloseToFamily_FACE.csv,22.933333333333334,41,14
316,469_LastTimeHappy_FACE.csv,32.5,65,45
317,469_SituationHandledDifferent_FACE.csv,35.4,60,35
318,469_MostProudOf_FACE.csv,20.333333333333332,23,11
319,682_MostProudOf_FACE.csv,1.6,2,0
320,682_HowCloseToFamily_FACE.csv,5.933333333333334,7,1
321,682_EventToErase_FACE.csv,2.533333333333333,5,0
322,682_Guilty_FACE.csv,1.8,2,0
323,682_SituationHandledDifferent_FACE.csv,2.7333333333333334,4,0
324,682_LastTimeHappy_FACE.csv,4.0,2,0
325,682_LastArgument_FACE.csv,5.133333333333334,5,1
326,682_HardestDecision_FACE.csv,3.3,3,0
327,656_EventToErase_FACE.csv,19.1,44,27
328,656_MostProudOf_FACE.csv,16.6,28,18
329,656_LastTimeHappy_FACE.csv,4.1,9,6
330,656_HowCloseToFamily_FACE.csv,18.1,44,24
331,656_SituationHandledDifferent_FACE.csv,2.3,5,3
332,656_LastArgument_FACE.csv,14.6,39,28
333,656_HardestDecision_FACE.csv,7.7,16,7
334,656_Guilty_FACE.csv,2.033333333333333,6,7
335,652_HowCloseToFamily_FACE.csv,4.433333333333334,7,0
336,652_SituationHandledDifferent_FACE.csv,1.7333333333333334,1,0
337,652_LastArgument_FACE.csv,11.833333333333334,22,3
338,652_LastTimeHappy_FACE.csv,13.233333333333333,21,2
339,652_EventToErase_FACE.csv,4.533333333333333,4,5
340,652_Guilty_FACE.csv,12.033333333333333,14,4
341,652_MostProudOf_FACE.csv,6.233333333333333,6,2
342,652_HardestDecision_FACE.csv,1.9,2,0
343,687_LastTimeHappy_FACE.csv,10.6,21,9
344,687_HowCloseToFamily_FACE.csv,1.4,3,1
345,687_EventToErase_FACE.csv,1.7333333333333334,3,1
346,687_HardestDecision_FACE.csv,3.4,9,6
347,687_MostProudOf_FACE.csv,23.133333333333333,36,20
348,687_SituationHandledDifferent_FACE.csv,3.7,5,0
349,687_LastArgument_FACE.csv,7.933333333333334,16,4
350,687_Guilty_FACE.csv,0.8,2,0
351,718_MostProudOf_FACE.csv,51.13333333333333,80,50
352,718_LastTimeHappy_FACE.csv,23.033333333333335,55,20
353,718_HowCloseToFamily_FACE.csv,43.7,90,51
354,718_HardestDecision_FACE.csv,70.7,142,84
355,718_LastArgument_FACE.csv,50.5,103,44
356,477_EventToErase_FACE.csv,47.7,101,67
357,477_LastTimeHappy_FACE.csv,18.633333333333333,24,19
358,477_SituationHandledDifferent_FACE.csv,12.433333333333334,24,14
359,477_Guilty_FACE.csv,42.93333333333333,89,50
360,477_LastArgument_FACE.csv,12.0,21,8
361,477_HowCloseToFamily_FACE.csv,47.733333333333334,98,59
362,477_MostProudOf_FACE.csv,22.233333333333334,49,13
363,664_Guilty_FACE.csv,51.7,100,77
364,664_HardestDecision_FACE.csv,5.933333333333334,12,6
365,664_MostProudOf_FACE.csv,12.933333333333334,14,0
366,664_EventToErase_FACE.csv,46.733333333333334,103,56
367,664_LastTimeHappy_FACE.csv,21.4,55,31
368,664_HowCloseToFamily_FACE.csv,10.1,22,10
369,664_LastArgument_FACE.csv,30.333333333333332,54,37
370,664_SituationHandledDifferent_FACE.csv,21.233333333333334,38,25
371,669_EventToErase_FACE.csv,19.033333333333335,32,5
372,669_LastArgument_FACE.csv,14.733333333333333,12,5
373,669_SituationHandledDifferent_FACE.csv,5.4,13,5
374,669_Guilty_FACE.csv,20.633333333333333,43,6
375,669_HowCloseToFamily_FACE.csv,24.933333333333334,21,8
376,669_LastTimeHappy_FACE.csv,3.5,10,1
377,669_HardestDecision_FACE.csv,11.633333333333333,15,4
378,679_Guilty_FACE.csv,3.9,5,2
379,679_HowCloseToFamily_FACE.csv,2.7333333333333334,2,0
380,679_SituationHandledDifferent_FACE.csv,25.6,61,22
381,679_LastTimeHappy_FACE.csv,20.833333333333332,51,37
382,679_EventToErase_FACE.csv,10.7,16,6
383,679_HardestDecision_FACE.csv,17.733333333333334,41,18
384,679_LastArgument_FACE.csv,7.533333333333333,15,6
385,649_MostProudOf_FACE.csv,2.4,4,3
386,649_HardestDecision_FACE.csv,4.7,12,8
387,649_LastArgument_FACE.csv,7.2,12,6
388,649_Guilty_FACE.csv,8.8,20,15
389,649_SituationHandledDifferent_FACE.csv,17.033333333333335,41,20
390,649_LastTimeHappy_FACE.csv,16.733333333333334,50,27
391,649_HowCloseToFamily_FACE.csv,2.1333333333333333,3,1
392,490_EventToErase_FACE.csv,4.233333333333333,3,0
393,490_LastTimeHappy_FACE.csv,5.2,5,0
394,490_LastArgument_FACE.csv,3.9,8,2
395,490_SituationHandledDifferent_FACE.csv,4.1,6,0
396,490_HardestDecision_FACE.csv,1.9,2,1
397,490_MostProudOf_FACE.csv,6.3,9,0
398,490_HowCloseToFamily_FACE.csv,0.6,0,0
399,471_HowCloseToFamily_FACE.csv,38.03333333333333,85,8
400,471_SituationHandledDifferent_FACE.csv,43.8,90,13
401,471_EventToErase_FACE.csv,20.733333333333334,37,4
402,471_LastTimeHappy_FACE.csv,12.833333333333334,26,3
403,471_LastArgument_FACE.csv,8.133333333333333,15,0
404,471_MostProudOf_FACE.csv,39.4,64,8
405,471_HardestDecision_FACE.csv,24.833333333333332,37,0
406,473_HardestDecision_FACE.csv,1.6333333333333333,2,2
407,473_LastTimeHappy_FACE.csv,2.8333333333333335,1,3
408,473_LastArgument_FACE.csv,2.3333333333333335,5,0
409,473_SituationHandledDifferent_FACE.csv,3.0,2,4
410,473_MostProudOf_FACE.csv,0.9333333333333333,2,0
411,473_HowCloseToFamily_FACE.csv,6.2,9,9
412,473_Guilty_FACE.csv,2.1333333333333333,3,2
413,473_EventToErase_FACE.csv,3.2,3,2
414,374_LastArgument_FACE.csv,6.9,7,3
415,374_MostProudOf_FACE.csv,10.933333333333334,14,8
416,374_HowCloseToFamily_FACE.csv,21.533333333333335,30,16
417,374_LastTimeHappy_FACE.csv,18.433333333333334,30,16
418,374_Guilty_FACE.csv,24.7,51,13
419,374_EventToErase_FACE.csv,120.6,224,101
420,449_LastArgument_FACE.csv,25.633333333333333,59,33
421,449_SituationHandledDifferent_FACE.csv,52.733333333333334,120,41
422,449_MostProudOf_FACE.csv,32.43333333333333,71,50
423,449_LastTimeHappy_FACE.csv,32.43333333333333,68,32
424,449_HardestDecision_FACE.csv,43.93333333333333,94,69
425,650_Guilty_FACE.csv,3.6,3,2
426,650_HardestDecision_FACE.csv,13.633333333333333,21,15
427,650_LastTimeHappy_FACE.csv,4.533333333333333,9,4
428,650_MostProudOf_FACE.csv,1.5,4,0
429,650_EventToErase_FACE.csv,16.1,30,11
430,650_LastArgument_FACE.csv,2.7,6,2
431,467_SituationHandledDifferent_FACE.csv,7.333333333333333,14,15
432,467_HowCloseToFamily_FACE.csv,14.833333333333334,17,14
433,467_LastArgument_FACE.csv,6.1,12,10
434,467_Guilty_FACE.csv,2.433333333333333,0,6
435,467_HardestDecision_FACE.csv,4.1,6,5
436,467_LastTimeHappy_FACE.csv,5.0,6,5
437,467_MostProudOf_FACE.csv,3.7,8,2
438,467_EventToErase_FACE.csv,2.433333333333333,4,4
439,461_LastTimeHappy_FACE.csv,9.233333333333333,11,3
440,461_LastArgument_FACE.csv,8.933333333333334,6,2
441,461_HowCloseToFamily_FACE.csv,9.233333333333333,14,4
442,461_HardestDecision_FACE.csv,4.833333333333333,6,1
443,461_MostProudOf_FACE.csv,0.6333333333333333,0,0
444,461_SituationHandledDifferent_FACE.csv,7.433333333333334,6,1
445,461_EventToErase_FACE.csv,12.733333333333333,19,5
446,661_LastArgument_FACE.csv,31.633333333333333,34,2
447,661_SituationHandledDifferent_FACE.csv,19.0,14,1
448,661_LastTimeHappy_FACE.csv,2.5,2,1
449,661_MostProudOf_FACE.csv,13.6,19,0
450,661_EventToErase_FACE.csv,9.9,12,3
451,661_HowCloseToFamily_FACE.csv,1.6,0,1
452,661_Guilty_FACE.csv,9.5,6,0
453,654_LastArgument_FACE.csv,5.833333333333333,13,2
454,654_SituationHandledDifferent_FACE.csv,4.1,7,0
455,654_LastTimeHappy_FACE.csv,12.1,23,4
456,654_MostProudOf_FACE.csv,2.4,6,0
457,654_HardestDecision_FACE.csv,14.233333333333333,30,0
458,654_Guilty_FACE.csv,3.1,5,0
459,654_HowCloseToFamily_FACE.csv,2.4,3,0
460,654_EventToErase_FACE.csv,4.0,10,0
461,481_LastArgument_FACE.csv,23.533333333333335,45,12
462,481_HardestDecision_FACE.csv,32.9,68,26
463,481_MostProudOf_FACE.csv,0.7,0,0
464,481_HowCloseToFamily_FACE.csv,30.033333333333335,61,17
465,481_EventToErase_FACE.csv,21.033333333333335,36,6
466,481_Guilty_FACE.csv,12.633333333333333,21,8
467,481_LastTimeHappy_FACE.csv,7.633333333333334,8,6
468,481_SituationHandledDifferent_FACE.csv,8.633333333333333,16,6
469,448_LastArgument_FACE.csv,39.6,100,39
470,448_SituationHandledDifferent_FACE.csv,47.3,116,63
471,448_LastTimeHappy_FACE.csv,40.63333333333333,96,64
472,448_HardestDecision_FACE.csv,35.333333333333336,88,29
473,448_MostProudOf_FACE.csv,43.5,106,60
474,448_HowCloseToFamily_FACE.csv,23.2,55,27
475,457_Guilty_FACE.csv,10.733333333333333,17,3
476,457_SituationHandledDifferent_FACE.csv,17.633333333333333,24,2
477,457_MostProudOf_FACE.csv,8.233333333333333,14,4
478,457_EventToErase_FACE.csv,8.133333333333333,3,4
